PoliceDepartment,UserID,user.mentioned,UserName,created_at,description,friend_count,follower_count,tff,tff_range,comention.public,comention.mention,no_mentions_inTweet,area,fav_retweet,UserLocation,PDLocation,MentionedUser.LocationTag,UserRole
SpokanePD,261867985,cdapd,Coeur d'Alene Police,03-06-2011 21:39,Serving the citizens of Coeur d'Alene Idaho.,20,2036,101.8,>10,0,1,1,AC,31,"coeur d'alene, id","spokane, wa",Non-Local,Not Identified
PortlandPolice,262911271,portlandia,Portlandia,03-09-2011 00:44,Keep it weird.,858,155758,181.54,>10,0,1,1,AC,13,,"portland, oregon",Missing,Not Identified
NYPDnews,264174173,barclayscenter,Barclays Center,03-11-2011 13:22,"Official Barclays Center Twitter Account. Follow us for show announcements, behind the scenes photos and exclusive offers.",1742,49092,28.18,>10,0,1,2,AC,12,"pacific park, brooklyn, ny",new york city,Non-Local,Not Identified
SLMPD,267841234,saintlouco,StLouisCo,3/17/2011 16:57,"St. Louis County, Missouri  Government's official twitter profile.",1443,9718,6.73,2->10,0,1,4,AC,8,"saint louis county, missouri","st. louis, mo",Local,Politician
NYPDnews,269905000,rcklandboulders,Rockland Boulders,3/21/2011 17:22,Rockland Boulders Official Twitter! Experience the FunShihe! Facebook: https://t.co/pF37s20ge8. Website: https://t.co/hZ0amr2cYl #BOULDERUP,573,3152,5.5,2->10,0,1,2,AC,94,"ramapo, ny",new york city,Non-Local,Not Identified
SpokanePD,292589285,david_a_condon,David Condon,05-03-2011 22:13,Mayor @SpokaneCity,135,922,6.83,2->10,0,1,4,AC,2,"spokane, wa","spokane, wa",Local,Politician
NYPDnews,304094406,memphispd,MemphisPD,5/23/2011 22:43,THIS ACCT IS NOT MONITORED ON A 24 HOUR BASIS. FOR EMERGENCY CALL 9-1-1.,277,1346,4.86,2->10,0,1,2,AC,137,"memphis, tn",new york city,Non-Local,Not Identified
NYPDnews,322807298,nycdcas,NYC DCAS,6/23/2011 19:39,DCAS ensures that City agencies have the critical resources and support needed to provide the best possible services to the public.,331,2523,7.62,2->10,0,1,3,AC,11,one centre  st.,new york city,Non-Local,Not Identified
detroitpolice,325830217,vp,Vice President Biden,6/28/2011 23:07,"Father, grandfather, husband to @DrBiden, and 47th Vice President of the United States. Tweets may be archived: https://t.co/eVVzoBb3Zr.",123,1236090,10049.51,>10,0,1,3,AC,2,"washington, d.c.","city of detroit, mi",Local,Politician
StocktonPolice,326239143,timdaly52,tim daly,6/29/2011 16:13,former tv reporter / now video producer,161,739,4.59,2->10,0,1,3,AC,8,"stockton, ca","stockton, ca, usa",Local,Media
SpokanePD,338657840,spokaneem,SpokaneEM,7/19/2011 22:16,,0,19,Inf,>10,0,1,4,AC,1,,"spokane, wa",Missing,Not Provided
NYPDnews,343728565,finestfootball,Finest Football Team,7/28/2011 0:22,A semi-pro football team that is a registered non profit organization and a proud member of the National Public Safety Football League (NPSFL).,811,1046,1.29,1->2,0,1,2,AC,53,new york city,new york city,Local,Other Sectors
SLMPD,344154786,chrisregniertv,Chris Regnier,7/28/2011 16:38,"Watch me on KTVI FOX 2 News In The Morning, weekdays, covering the latest news around the St. Louis, MO area.",99,4315,43.59,>10,0,1,1,AC,7,"st. louis, mo","st. louis, mo",Local,Media
SLMPD,344871208,forestpark4ever,Forest Park Forever,7/29/2011 18:27,"Our mission is to restore, maintain and sustain  St. Louis' Forest Park as one of America's great urban public parks, for the enjoyment of all ‰ÛÓ now & forever.",493,4538,9.2,2->10,0,1,3,AC,3,"st. louis, mo","st. louis, mo",Local,Other Sectors
NYPDnews,356834376,nycsanitation,NYC Sanitation,8/17/2011 12:58,"World's largest municipal sanitation force, collecting 12,000 tons of refuse/ recycling a day. Account not monitored 24 hrs. User policy: http://t.co/SceZgFtjq3",27,21813,807.89,>10,0,1,2,AC,38,new york city,new york city,Local,Police
NYPDnews,360185259,7boomeresiason,Boomer Esiason,8/22/2011 20:37,"CBS NFL TODAY,WFAN,WESTWOODONE MNF, WASPS HOCKEY, SHOWTIME",212,166802,786.8,>10,0,1,1,AC,119,"manhattan,ny",new york city,Non-Local,Media
NYPDnews,361492848,boomerandcarton,Boomer & Carton Show,8/24/2011 21:34,Official page for The B&C Show on WFAN- 101.9 FM & 660 AM. On TV- CBS Sports Network. Updated live throughout the show letting u know what we're doing,282,80386,285.06,>10,0,1,2,AC,242,"new york, ny",new york city,Local,Media
sppdPIO,364024607,regchapman,Reg Chapman,8/29/2011 2:27,"I am a reporter at WCCO-TV in Minneapolis, MN.",904,3301,3.65,2->10,0,1,7,AC,3,"minneapolis, mn","st. paul, mn",Local,Media
detroitpolice,376949684,nolanfinleydn,Nolan Finley,9/20/2011 19:24,"Editorial page editor of The Detroit News. Author of Little Red Hen, A Collection of Columns From Detroit's Conservative Voice. Available on Amazon. @miweek.",1371,6476,4.72,2->10,0,1,5,AC,6,detroit,"city of detroit, mi",Local,Media
StocktonPolice,377545903,ots_ca,CA Traffic Safety,9/21/2011 19:03,"The California Office of Traffic Safety‰Ûªs mission is to administer traffic safety grant funds to reduce traffic deaths, injuries, and economic losses.",386,8054,20.87,>10,0,1,2,AC,9,california,"stockton, ca, usa",Non-Local,Not Identified
PortlandPolice,381797105,greshampd,Gresham Police Dept.,9/28/2011 23:31,Proudly protecting and serving the citizens of Gresham.,78,3347,42.91,>10,0,1,2,AC,1,"gresham, or usa","portland, oregon",Local,Not Identified
StocktonPolice,385535253,chp_hq,CHP Headquarters,10-05-2011 17:33,Community Outreach and Media Relations represents the California Highway Patrol in dealings with the news media and statewide community outreach activities.,644,21040,32.67,>10,0,1,2,AC,30,"sacramento, calif.","stockton, ca, usa",Non-Local,Media
StocktonPolice,386956614,usacrimestop,Crime Stoppers USA,10-08-2011 06:34,"Communities In Partnership with Police & Media To Help Stop, Solve & Prevent Crime ‰Û¢ 24/7 Nationwide Anonymous Tip Line 1-800-222-TIPS ‰Û¢ Tweets by Scott Abrams",523,1631,3.12,2->10,0,1,1,AC,3,united states,"stockton, ca, usa",Non-Local,Police
PortlandPolice,388375389,nikeportland,Nike Portland,10-10-2011 16:58,"Serving all athletes, rain or shine. #nikeportland",24,113167,4715.29,>10,0,1,5,AC,46,"portland, or","portland, oregon",Local,Not Identified
detroitpolice,393541673,shendersonfreep,Stephen Henderson,10/18/2011 17:58,"Edit page editor, @Freep. Host of Detroit Today. Native Detroiter. UD Jesuit and U of Michigan alum. Write about policy, politics.",255,9164,35.94,>10,0,1,2,AC,7,"detroit, mi","city of detroit, mi",Local,Media
oaklandpoliceca,410893575,sanleandropd,San Leandro PD,11-12-2011 18:25,510-577-2740,151,2677,17.73,>10,0,1,3,AC,35,"san leandro, ca","oakland, ca",Local,Not Identified
PortlandPolice,432056999,salem_police,Salem Police Dept.,12-09-2011 00:21,#SalemOR PD w/crime & safety info just for you. Account not monitored 24/7/365 so not all police activity w/b posted. Report non-emergency crime @ 503-588-6123.,81,5790,71.48,>10,0,1,1,AC,106,oregon,"portland, oregon",Local,Police
ScottsdalePD,480852384,drivescottsdale,Drive Scottsdale,02-02-2012 00:21,Official city of Scottsdale (@ScottsdaleAZGov) Traffic Management Center & Transportation Department updates,5,697,139.4,>10,0,1,1,AC,13,"scottsdale, az","scottsdale, arizona",Local,Not Identified
NYPDnews,494038426,johngambling,John Gambling,2/16/2012 13:14,Radio Talk Show Host on AM 970 THE ANSWER M-F 11am-1pm,9,501,55.67,>10,0,1,3,AC,8,new york,new york city,Local,Media
StocktonPolice,494292335,kcramelindameza,Melinda Meza,2/16/2012 18:54,News Reporter for KCRA,108,853,7.9,2->10,0,1,4,AC,8,,"stockton, ca, usa",Missing,Media
sppdPIO,508120967,policeclips,Police Clips,2/29/2012 0:12,Are there Cops with guns outside your door? Are Police helicopters flying over? Follow us and you'll know why.,426,10240,24.04,>10,0,1,2,AC,0,minnesota,"st. paul, mn",Non-Local,Not Identified
CLEpolice,545196278,clevelandfire,ClevelandFire,04-04-2012 15:07,"Official Twitter page of the Cleveland, Ohio Division of Fire. This account is not monitored 24/7. Always dial 9-1-1 for emergencies.",731,3894,5.33,2->10,0,1,2,AC,113,"cleveland, oh","cleveland, oh",Local,Not Identified
NYPDnews,550673260,67clergycouncil,67th Precinct Clergy,04-11-2012 03:44,"The 67th Precinct Clergy Council, Inc., #GodSquad - serves as an liaison between the cops, community and congregation in Central Brooklyn and beyond.",644,846,1.31,1->2,0,1,2,AC,30,"central brooklyn, ny",new york city,Non-Local,Not Identified
SpokanePD,569250457,southperryhood,South Perry Neighbor,05-02-2012 16:51,South Perry neighborhood resident and advocate for the development of 20-minute neighborhoods,42,1036,24.67,>10,0,1,4,AC,2,"spokane, wa","spokane, wa",Local,Other Sectors
SpokanePD,590238123,jeffkxly4,Jeff Humphrey,5/25/2012 17:12,"@kxly4news reporter, husband, dad, surfer. Got a story idea? E-mail me at jeffhu@kxly.com",70,2012,28.74,>10,0,1,3,AC,6,,"spokane, wa",Missing,Media
SLMPD,596520239,towergrovepark,Tower Grove Park,06-01-2012 14:43,"Tower Grove Park is a National Historic Landmark, one of the nation's best examples of a Victorian walking park. We welcome YOU to South City!",405,3437,8.49,2->10,0,1,2,AC,3,"st. louis, mo","st. louis, mo",Local,Not Identified
detroitpolice,600583058,chiefforte,chiefforte,06-06-2012 01:46,,8777,12838,1.46,1->2,0,1,3,AC,2,,"city of detroit, mi",Missing,Not Provided
SLMPD,602060263,slps_info,SLPS INFO,06-07-2012 17:38,This is the official Twitter page for Saint Louis Public Schools.,581,3074,5.29,2->10,0,1,3,AC,8,"st. louis, mo","st. louis, mo",Local,Not Identified
PortlandPolice,605813131,tuckermaxon,Tucker Maxon School,06-11-2012 22:46,"A families first choice for conversation, confidence, creativity, and community.",41,81,1.98,1->2,0,1,3,AC,10,"portland, or","portland, oregon",Local,Other Sectors
PortlandPolice,609584086,beavertonpolice,Beaverton Police,6/16/2012 1:18,COURAGE - COMPASSION - INTEGRITY Call 911 for Emergencies / (503) 629-0111 for Non-Emergencies,33,3661,110.94,>10,0,1,1,AC,29,"beaverton, oregon","portland, oregon",Local,Not Identified
NYPDnews,627416210,goalny,GOAL - NYC,07-05-2012 14:11,Gay Officers Action League for #LGBTQ Law Enforcement & Official Fraternal Organization of the NYPD ‰Û¢ Facebook: GOALny ‰Û¢ Instagram: https://t.co/Xval2Jc24Y,1610,989,0.61,<1,0,1,3,AC,80,"new york, ny",new york city,Local,Not Identified
NYPDnews,716812878,sdnynews,US Attorney SDNY,7/25/2012 21:37,SDNY U.S. Attorney‰Ûªs Office led by Preet Bharara. Est. 1789. DOJ does not collect comments or messages through this account. Learn more at http://t.co/h8R41xPx,371,17119,46.14,>10,0,1,1,AC,33,southern district of new york,new york city,Local,Other Sectors
PortlandPolice,746019918,orstatepolice,Oregon State Police,08-08-2012 22:00,"OSP is a full-service public safety agency. For emergencies call 911 or OSP dispatch center. Looking for more info @ OSP, please visit our website.",157,19863,126.52,>10,0,1,1,AC,19,"salem, oregon","portland, oregon",Local,Not Identified
SLMPD,771619838,ywcastl,YWCA Metro St. Louis,8/21/2012 14:33,eliminating racism     empowering women,464,561,1.21,1->2,0,1,2,AC,11,"st. louis, mo","st. louis, mo",Local,Not Identified
detroitpolice,821865132,wpdpio,Wilmington Police,9/13/2012 17:13,The Wilmington Department of Police has 320 sworn members to protect and serve the citizens of Wilmington Delaware.,232,2255,9.72,2->10,0,1,4,AC,7,wilmington de,"city of detroit, mi",Local,Police
sppdPIO,919755206,nyspolice,NewYorkStatePolice,11-01-2012 19:59,Welcome to the official New York State Police Twitter page,143,23804,166.46,>10,0,1,2,AC,363,,"st. paul, mn",Missing,Police
sppdPIO,957582204,chsfieldstpaul,CHS Field,11/19/2012 15:00,Official Twitter feed for CHS Field. Content posted by the City of Saint Paul - Parks and Recreation Department,50,1395,27.9,>10,0,1,3,AC,1,"lowertown, saint paul","st. paul, mn",Local,Not Identified
sppdPIO,1148251423,stpaulfiredept,Saint Paul Fire Dept,02-04-2013 15:05,The official Twitter page for the Saint Paul Fire Department.,51,4214,82.63,>10,0,1,4,AC,2,"saint paul, minnesota","st. paul, mn",Local,Not Identified
NYPDnews,1178700896,ajam,Al Jazeera America,2/14/2013 11:45,"Reporting unbiased, fact-based and in-depth journalism that gets you closer to the people at the heart of the news",273,328465,1203.17,>10,0,1,3,AC,31,us,new york city,Non-Local,Media
CLEpolice,1228127438,towerlightscle,Terminal Tower CLE,2/28/2013 18:33,"Interact with Cleveland's historic Terminal Tower. Stay up to date on the fancy color changing LED lights. Who knows, maybe even pick the colors!",269,27368,101.74,>10,0,1,3,AC,140,cleveland ohio,"cleveland, oh",Local,Not Identified
PortlandPolice,1270653338,bikeindex,Bike Index,3/15/2013 20:37,"Bike Registration that works - more than 2,900 stolen bikes recovered. Register your bicycle for free at https://t.co/q3v0SFW5Tc",1011,1574,1.56,1->2,0,1,5,AC,16,,"portland, oregon",Missing,Other Sectors
NYPDnews,1289815244,rikkijklieman,Rikki Klieman,3/22/2013 22:29,"Attorney, Legal Analyst and Best-selling Author",230,2002,8.7,2->10,0,1,2,AC,79,,new york city,Missing,Other Sectors
PortlandPolice,1328428802,ridehelios,Helios Biking,04-05-2013 05:10,Transform any bike into a smart bike with Helios Bars. / HAXLR8R 2013,229,636,2.78,2->10,0,1,5,AC,16,sf / china,"portland, oregon",Non-Local,Other Sectors
SLMPD,1342349522,jeriatwood,Jeri Atwood,04-10-2013 16:43,,5,11,2.2,2->10,0,1,2,AC,4,,"st. louis, mo",Missing,Not Provided
SLMPD,1376982097,philadelphiapd,Philadelphia Police,4/24/2013 12:47,,27,537,19.89,>10,0,1,5,AC,6,,"st. louis, mo",Missing,Not Provided
SFPD,1393084052,sfpdrichmond,SFPD RichmondStation,4/30/2013 21:16,Official Twitter of San Francisco Police Department's Richmond Station.  Tweets not monitored 24/7. Call 911 to report an emergency,130,1821,14.01,>10,0,1,1,AC,1,"san francisco, california","san francisco, ca",Local,Police
BPDVT,1413633806,btvrotary,Burlington VT Rotary,05-08-2013 19:18,"Service Above Self 
Great Speakers
Full of Fellowship
Mondays 12-1:30 
All are welcome",235,208,0.89,<1,0,1,2,AC,1,battery st. hilton - btv,"burlington, vermont",Non-Local,Not Identified
sppdPIO,1465347422,downtownbeat,SPPD DowntownBeat,5/28/2013 18:16,St. Paul Police Downtown Beat,172,216,1.26,1->2,0,1,2,AC,0,"saint paul, minnesota","st. paul, mn",Local,Police
NYPDnews,1534801405,ednynews,US Attorney EDNY,6/20/2013 19:29,Official account of the US Attorney's Office for the Eastern District of New York. We don't collect comments or messages. Learn more http://t.co/lN2tjs3sQY,210,3995,19.02,>10,0,1,1,AC,31,"brooklyn, new york",new york city,Local,Politician
NYPDnews,1540846382,nypd,NYPD,6/23/2013 12:12,New York Product Designers,0,1647,Inf,>10,0,1,4,AC,16,new york city,new york city,Local,Not Identified
NYPDnews,1548489476,politicomag,POLITICO Magazine,6/26/2013 15:44,Hard-hitting reporting and original ideas about the stories that matter most. Sign up for our weekly email: https://t.co/56hpvkX3Bm,93,30615,329.19,>10,0,1,2,AC,59,,new york city,Missing,Media
sppdPIO,1553796871,ramseysheriff,Ramsey Sheriff (MN),6/28/2013 18:47,This is the official Twitter feed of the Ramsey County (MN) Sheriff's Office. Comment Policy: https://t.co/Y5UUiA93ek,71,1769,24.92,>10,0,1,1,AC,2,,"st. paul, mn",Missing,Police
SFPD,1624190701,sfpdbiketheft,SFPD Anti Bike Theft,7/27/2013 0:15,"Official Twitter of the San Francisco Police Department Anti Bike Theft. For crimes in progress, call 911. To report a bicycle chop shop call (415) 553-0123.",617,6958,11.28,>10,0,1,2,AC,8,"richmond station sf,ca","san francisco, ca",Local,Police
sppdPIO,1658432058,ventoelementary,Vento Elementary,08-09-2013 19:29,,76,171,2.25,2->10,0,1,3,AC,2,,"st. paul, mn",Missing,Not Provided
PortlandPolice,1666108548,modacenter,Moda Center,08-12-2013 22:12,"Home of the Portland Trail Blazers and a wide variety of year-round concerts, sporting events and family shows.",180,5068,28.16,>10,0,1,2,AC,18,"portland, ore.","portland, oregon",Local,Not Identified
SpokanePD,1704870318,miamipd,Miami PD,8/27/2013 15:01,Official Twitter account of the Miami Police Department | Account is NOT monitored 24/7 | For Emergencies call 911 | Non-emergencies 305-579-6111.,624,7707,12.35,>10,0,1,9,AC,3,"miami, florida","spokane, wa",Non-Local,Police
NYPDnews,2255440370,nypd5pct,NYPD 5th Precinct,12/20/2013 19:41,"Deputy Inspector Tommy Ng, Commanding Officer. The official Twitter of the 5th Precinct. User policy: https://t.co/SceZgFsLAv",149,4307,28.91,>10,0,1,1,AC,16,"19 elizabeth street, new york",new york city,Local,Police
NYPDnews,2255445182,nypd6pct,NYPD 6th Precinct,12/20/2013 19:46,Deputy Inspector Joseph Simonetti. The official Twitter of the 6th Precinct. User policy: https://t.co/SceZgFsLAv,449,3839,8.55,2->10,0,1,1,AC,16,"233 west 10th street, new york",new york city,Local,Police
NYPDnews,2255449866,nypd9pct,NYPD 9th Precinct,12/20/2013 19:51,Deputy Inspector Peter J. Venice Commanding Officer. The official Twitter of the 9th Precinct. User policy: https://t.co/SceZgFsLAv,194,4285,22.09,>10,0,1,2,AC,38,"321 east 5 street, new york",new york city,Local,Police
NYPDnews,2255455914,nypd10pct,NYPD 10th Precinct,12/20/2013 19:57,"Deputy Inspector Michele Irizarry, Commanding Officer. The official Twitter of the 10th Precinct. User policy: https://t.co/SceZgFsLAv",166,4817,29.02,>10,0,1,2,AC,14,"230 west 20th street, new york",new york city,Local,Police
NYPDnews,2264799067,brooklynda,Ken Thompson,12/27/2013 19:11,"The Brooklyn District Attorney‰Ûªs Office is one of the largest prosecutorial agencies in the nation, serving over 2.5 million people in Brooklyn.",444,2650,5.97,2->10,0,1,1,AC,28,"brooklyn, new york",new york city,Local,Other Sectors
NYPDnews,2305428572,commissbratton,Commissioner Bratton,1/22/2014 20:32,Commissioner of the New York City Police Department,367,39219,106.86,>10,0,1,3,AC,18,,new york city,Missing,Police
NYPDnews,2315329354,nypdpea,NYPDPEA,1/31/2014 4:15,NYPD Policewomen's Endowment Association. The official NYPD fraternal organization for women.,260,1297,4.99,2->10,0,1,1,AC,69,,new york city,Missing,Police
SFPD,2319791143,sfpdtenderloin,SFPD Tenderloin,1/30/2014 23:04,Official Twitter of San Francisco Police Department Tenderloin Station - Media Policy http://t.co/Nnf4xnN6Z3 Call 911 for emergencies Tweets not monitored 24/7,438,2759,6.3,2->10,0,1,2,AC,7,"san francisco, ca","san francisco, ca",Local,Police
oaklandpoliceca,2325931284,area3opd,Ret Capt Rick Orozco,02-03-2014 19:21,"Retired, 1986 to 2015.",378,958,2.53,2->10,0,1,2,AC,7,"oakland california, usa","oakland, ca",Local,Not Identified
oaklandpoliceca,2347625048,opdjobs,OPD Recruitment,2/17/2014 0:11,"The official OPD Recruitment twitter account.
 There has never been a better time to join the Oakland Police Department. 
It's more than you think.",107,613,5.73,2->10,0,1,1,AC,12,,"oakland, ca",Missing,Not Identified
NYPDnews,2370994818,nypd13pct,NYPD 13th Precinct,03-03-2014 22:04,"Deputy Inspector Brendan M. Timoney, Commanding Officer. The official Twitter of the 13th Precinct. User policy: http://t.co/SceZgFbabV",291,3851,13.23,>10,0,1,1,AC,50,"230 east 21st street, new york",new york city,Local,Police
NYPDnews,2371000898,nypdmts,NYPD Midtown South,03-03-2014 22:09,"Inspector Russel J. Green, Commanding Officer. The official Twitter of the Midtown South Precinct. User policy: https://t.co/SceZgFsLAv",753,4889,6.49,2->10,0,1,1,AC,288,"357 west 35th street ny, ny",new york city,Non-Local,Police
NYPDnews,2371009784,nypd19pct,NYPD 19th Precinct,03-03-2014 22:19,"Deputy Inspector Clint A. McPherson, Commanding Officer. The official Twitter of the 19th Precinct #UpperEastSide #UES User policy: https://t.co/SceZgFsLAv",1648,5100,3.09,2->10,0,1,1,AC,47,"153 east 67th street, new york",new york city,Local,Police
NYPDnews,2371017301,nypd20pct,NYPD 20th Precinct,03-03-2014 22:20,"Captain Levon Holley, Commanding Officer. The official Twitter of the 20th Precinct. User policy: https://t.co/SceZgFsLAv",430,3891,9.05,2->10,0,1,3,AC,23,"120 west 82nd street, new york",new york city,Local,Police
NYPDnews,2371021244,nypd25pct,NYPD 25th Precinct,03-03-2014 22:32,"Captain Kathleen Walsh, Commanding Officer. The official Twitter of the 25th Precinct. User policy: https://t.co/SceZgFsLAv",438,5862,13.38,>10,0,1,1,AC,75,"120 east 119th st, new york",new york city,Local,Police
NYPDnews,2371029505,nypd26pct,NYPD 26th Precinct,03-03-2014 22:33,"Captain Gil Morales, Commanding Officer. The official Twitter of the 26th Precinct. User policy: http://t.co/SceZgFsLAv",465,3910,8.41,2->10,0,1,1,AC,47,"520 w. 126th st., ny, ny 10027",new york city,Local,Police
NYPDnews,2372075479,nypd33pct,NYPD 33rd Precinct,03-04-2014 15:33,"Deputy Inspector Wilson Aramboles, Commanding Officer. The official Twitter of the 33rd Precinct. User policy: https://t.co/SceZgFsLAv",5618,7144,1.27,1->2,0,1,1,AC,71,"2207 amsterdam avenue, nyc",new york city,Non-Local,Police
NYPDnews,2372077236,nypd40pct,NYPD 40th Precinct,03-04-2014 15:42,"Inspector Carlos Valdez, Commanding Officer. The official Twitter of the 40th Precinct. User policy: https://t.co/SceZgFsLAv",104,4030,38.75,>10,0,1,1,AC,40,"257 alexander ave., bronx, ny",new york city,Non-Local,Police
NYPDnews,2372084323,nypd34pct,NYPD 34th Precinct,03-04-2014 15:41,"Deputy Inspector Reymundo Mundo, Commanding Officer. The official Twitter of the 34th Precinct. User policy: https://t.co/SceZgFsLAv",140,3823,27.31,>10,0,1,1,AC,59,"4295 broadway, new york",new york city,Local,Police
NYPDnews,2372087346,nypd44pct,NYPD 44th Precinct,03-04-2014 15:49,"Insp. Brian Mullen, Commanding Officer. The official Twitter of the 44th Precinct. User policy: https://t.co/SceZgFsLAv",232,5142,22.16,>10,0,1,1,AC,23,"2 east 169 street, bronx, ny",new york city,Non-Local,Police
NYPDnews,2372090335,nypd41pct,NYPD 41st Precinct,03-04-2014 15:45,"Deputy Inspector Martine N. Materasso, Commanding Officer. The official Twitter of the 41st Precinct. User policy: https://t.co/SceZgFsLAv",232,4159,17.93,>10,0,1,3,AC,72,"1035 longwood ave., bronx, ny",new york city,Non-Local,Police
NYPDnews,2372092723,nypd42pct,NYPD 42nd Precinct,03-04-2014 15:46,"Deputy Inspector James Ryan, Commanding Officer. The official Twitter of the 42nd Precinct. User policy: http://t.co/SceZgFsLAv",272,4259,15.66,>10,0,1,1,AC,72,"830 washington ave., bronx, ny",new york city,Non-Local,Police
NYPDnews,2372140824,nypd52pct,NYPD 52nd Precinct,03-04-2014 16:38,"Deputy Inspector Peter Fiorillo, Commanding Officer. The official Twitter of the 52nd Precinct. User policy: https://t.co/SceZgFsLAv",535,5041,9.42,2->10,0,1,1,AC,10,"3016 webster avenue, the bronx",new york city,Non-Local,Police
NYPDnews,2372219922,nypd63pct,NYPD 63rd Precinct,03-04-2014 17:52,"Captain Thomas Burke, Commanding Officer. The official Twitter of the 63rd Precinct. User policy: http://t.co/SceZgFsLAv",251,3498,13.94,>10,0,1,1,AC,78,"1844 brooklyn avenue, brooklyn",new york city,Non-Local,Police
NYPDnews,2372223306,nypd68pct,NYPD 68th Precinct,03-04-2014 17:56,"Captain Joseph W. Hayward, Commanding Officer. The official Twitter of the 68th Precinct. User policy: https://t.co/SceZgFsLAv",166,3859,23.25,>10,0,1,1,AC,80,"333 65th street, brooklyn, ny",new york city,Non-Local,Police
NYPDnews,2372227009,nypd62pct,NYPD 62nd Precinct,03-04-2014 17:51,"Captain Anthony V. Sanseverino, Commanding Officer. The official Twitter of the 62nd Precinct. User policy: https://t.co/SceZgFsLAv",221,3634,16.44,>10,0,1,1,AC,18,"1925 bath avenue, brooklyn, ny",new york city,Non-Local,Police
NYPDnews,2372227094,nypd69pct,NYPD 69th Precinct,03-04-2014 17:57,"Captain Francis Giordano, Commanding Officer. The official Twitter of the 69th Precinct. User policy: https://t.co/SceZgFsLAv",177,3702,20.92,>10,0,1,1,AC,70,"9720 foster avenue, brooklyn,",new york city,Non-Local,Police
NYPDnews,2372229720,nypd76pct,NYPD 76th Precinct,03-04-2014 18:02,"Captain Elliot Colon, commanding Officer. The official Twitter of the 76th Precinct. User policy: http://t.co/SceZgFsLAv",301,3410,11.33,>10,0,1,1,AC,26,"191 union street, brooklyn, ny",new york city,Non-Local,Police
NYPDnews,2372655728,nypd73pct,NYPD 73rd Precinct,03-04-2014 22:30,"DeputyåÊInspector Miguel Iglesias,åÊCommandingåÊOfficer. TheåÊofficialåÊTwitteråÊofåÊtheåÊ73rdåÊPrecinct. UseråÊpolicy:åÊhttp://t.co/viqEt1mM7w",290,5593,19.29,>10,0,1,1,AC,51,"1470 east new york ave, bÕklyn",new york city,Local,Police
NYPDnews,2372660000,nypd75pct,NYPD 75th Precinct,03-04-2014 22:31,"Inspector Michael Lipetri, Commanding Officer. The official Twitter of the 75th Precinct. User policy: http://t.co/viqEt1mM7w",788,4025,5.11,2->10,0,1,1,AC,53,"1000 sutter avenue, brooklyn,",new york city,Non-Local,Police
NYPDnews,2372667008,nypd79pct,NYPD 79th Precinct,03-04-2014 22:34,"Deputy Inspector John Chell,
CommandingåÊOfficer. TheåÊofficialåÊTwitteråÊofåÊtheåÊ79thåÊPrecinct. User policy: http://t.co/viqEt1mM7w",240,3688,15.37,>10,0,1,1,AC,30,"263 tompkins avenue, brooklyn",new york city,Non-Local,Police
NYPDnews,2372668956,nypd81pct,NYPD 81st Precinct,03-04-2014 22:35,"Inspector Scott M. Henderson, Commanding Officer. The official Twitter of the 81st Precinct. User policy: https://t.co/SceZgFsLAv",210,4542,21.63,>10,0,1,1,AC,47,"30 ralph ave, brooklyn",new york city,Non-Local,Police
NYPDnews,2372672790,nypd83pct,NYPD 83rd Precinct,03-04-2014 22:36,"Deputy Inspector Maximo A. Tolentino,
CommandingåÊOfficer. TheåÊofficialåÊTwitteråÊofåÊtheåÊ83rdåÊPrecinct.åÊUseråÊpolicy: http://t.co/viqEt1mM7w",268,6268,23.39,>10,0,1,1,AC,17,"480 knickerbocker ave, bÕklyn",new york city,Non-Local,Police
NYPDnews,2372693094,nypd84pct,NYPD 84th Precinct,03-04-2014 22:42,"Deputy Inspector Sergio Centa, Commanding Officer. The official Twitter of the 84th Precinct. User policy: https://t.co/SceZgFsLAv",84,4611,54.89,>10,0,1,1,AC,192,"301 gold street, brooklyn",new york city,Non-Local,Police
NYPDnews,2372714718,nypd90pct,NYPD 90th Precinct,03-04-2014 22:49,"Captain William Gardner, Commanding Officer. The official Twitter of the 90th Precinct. User policy: https://t.co/SceZgFsLAv",449,4589,10.22,>10,0,1,1,AC,62,"211 union avenue, brooklyn, ny",new york city,Non-Local,Police
NYPDnews,2372720630,nypd94pct,NYPD 94th Precinct,03-04-2014 22:50,"Captain Peter R. Rose, Commanding Officer. The official Twitter of the 94th Precinct. User policy: http://t.co/SceZgFsLAv",253,3343,13.21,>10,0,1,1,AC,10,"100 meserole avenue, brooklyn,",new york city,Non-Local,Police
NYPDnews,2374058516,nypd101pct,NYPD 101st Precinct,03-05-2014 16:57,"Deputy Inspector Justin C. Lenz, Commanding Officer. The official Twitter of the 101st Precinct. User policy: https://t.co/SceZgFsLAv",260,4534,17.44,>10,0,1,1,AC,145,"16-12 mott ave, far rockaway",new york city,Non-Local,Police
NYPDnews,2374064551,nypd100pct,NYPD 100th Precinct,03-05-2014 16:55,"Captain Janice Holmes, Commanding Officer. The official Twitter of the 100th Precinct User policy: https://t.co/SceZgFsLAv",303,4812,15.88,>10,0,1,1,AC,50,"92-24 rockaway beach blvd, qns",new york city,Non-Local,Police
