PoliceDepartment,UserID,user.mentioned,UserName,created_at,description,friend_count,follower_count,tff,tff_range,comention.public,comention.mention,no_mentions_inTweet,area,fav_retweet,UserLocation,PDLocation,MentionedUser.LocationTag,UserRole
SLMPD,82885139,downtownstlouis,Downtown St. Louis,10/16/2009 14:00,"Welcome to the official #DowntownSTL page, managed by Downtown STL, Inc. #STL is a city of innovation, culture & fun - spread the news!",1292,44791,34.67,>10,1,1,2,APC,3,downtown st. louis,"st. louis, mo",Local,Not Identified
SLMPD,92613268,christinedbyers,Christine Byers,11/25/2009 21:15,"STL Post-Dispatch Crime Reporter. Co-author of In Cold Pursuit. Former @pjstar, @rrstar, @dailyherald. Chi-town native. Twitter is not the window to my soul.",632,5820,9.21,2->10,0,1,1,AC,5,"st. louis, mo","st. louis, mo",Local,Media
SpokanePD,94426290,rockwoodhealth,Rockwood Health,12-03-2009 22:13,Working together for a healthier life.,1873,2126,1.14,1->2,1,1,3,APC,7,spokane wa.,"spokane, wa",Local,Not Identified
SLMPD,97459853,farrahfazal,Farrah Fazal,12/17/2009 15:03,Investigative Reporter/Anchor. Global Girl. Former Border Reporter. Storyteller. farrahfazal@gmail.com RTs not endorsements.,4359,5091,1.17,1->2,1,1,1,APC,7,"minneapolis, mn","st. louis, mo",Non-Local,Media
PortlandPolice,100408675,kelseywattskptv,Kelsey Watts,12/30/2009 4:55,"Emmy-nominated reporter at Fox 12. Portland native, wife, dog lover, craft beer drinker. Story idea? DM me! Instagram: KelseyWattsKPTV",1864,3326,1.78,1->2,1,1,1,APC,3,"portland, oregon","portland, oregon",Local,Media
PortlandPolice,101708194,juleskbailey,Jules Bailey,01-04-2010 09:06,Managed by Jules for Mayor.,558,3258,5.84,2->10,0,1,2,AC,1,"portland, or","portland, oregon",Local,Politician
SpokanePD,102177254,spokaneschools,Spokane Schools,01-05-2010 21:58,Official Twitter account of Spokane Public Schools. Follow for tidbits on the #Spokane #education community! https://t.co/ysisTpy1D5,862,3079,3.57,2->10,1,1,1,APC,13,"spokane, wa","spokane, wa",Local,Other Sectors
SFPD,109702390,sfmta_muni,SFMTA,1/29/2010 23:50,"We manage Muni, parking, bike & walking projects, traffic & taxis. Follow for real-time #SFMuni updates. Staffed hours & more info at https://t.co/9uGKwHMKsO.",262,78652,300.2,>10,1,1,1,APC,25,"san francisco, ca","san francisco, ca",Local,Not Identified
SLMPD,111157878,slmpd,"St. Louis, MO Police",02-04-2010 00:17,"Protecting, serving and assisting St. Louis citizens since 1808. Please contact 9-1-1 with police emergencies, as account is not monitored 24/7.",640,35051,54.77,>10,1,1,3,APC,4,"st. louis, mo","st. louis, mo",Local,Police
StocktonPolice,115705583,lapdhq,LAPD HQ,2/19/2010 16:34,Official LAPD Headquarters Account- LAPD info and news. Managed by Community Relationship Division. Account is not monitored 24/7. Call 911 for emergencies.,1255,47966,38.22,>10,1,1,2,APC,86,"los angeles, ca","stockton, ca, usa",Local,Police
CLEpolice,127527976,cory_shaffer,Cory Shaffer,3/29/2010 14:02,IS: Crime reporter for https://t.co/pkb180MTxp in Cleveland. ISN'T: Undercover superhero. Tips go here: cshaffer@https://t.co/pkb180MTxp.,2069,2951,1.43,1->2,1,1,1,APC,6,cleveland,"cleveland, oh",Local,Media
NYPDnews,133448051,ussoccer_wnt,U.S. Soccer WNT,4/15/2010 20:39,U.S. Soccer's official feed for the #USWNT.,86,601483,6993.99,>10,1,1,2,APC,113,united states,new york city,Non-Local,Not Identified
NYPDnews,134846593,fdny,FDNY,4/19/2010 16:26,"The official New York City Fire Department feed. Call 911 for all emergencies, 311 for non-emergencies.",279,161151,577.6,>10,1,1,1,APC,16,"new york, ny",new york city,Local,Not Identified
NYPDnews,138041894,nycpolicefdtn,NYCPoliceFoundation,4/28/2010 13:27,"The NYC Police Foundation is an independent, non-profit organization to promote excellence in the #NYPD and improve public safety in #NewYorkCity",290,1919,6.62,2->10,0,1,1,AC,25,new york city,new york city,Local,Police
detroitpolice,138609481,detroitbruce,Bruce Schwartz,4/30/2010 1:36,The Detroit Ambassador! #BruceWatch,861,3170,3.68,2->10,1,1,3,APC,9,"detroit, mi","city of detroit, mi",Local,Not Identified
SLMPD,143141524,stlcountypd,St. Louis County PD,05-12-2010 18:10,"Official Twitter of the St. Louis County Police Department.  Account not monitored 24/7. If you have an emergency, call 911.",553,37909,68.55,>10,1,1,4,APC,8,"st. louis county, mo","st. louis, mo",Local,Police
PortlandPolice,161043377,ppbmpu,PPB Mounted Patrol,6/29/2010 20:58,"The Portland Police Bureau's Mounted Patrol Unit patrols primarily the downtown area, combating street crime.",51,1071,21,>10,0,1,1,AC,7,"portland, oregon","portland, oregon",Local,Police
sppdPIO,178403177,sppdpio,St. Paul Police PIO,8/14/2010 17:31,The official Twitter page of the Saint Paul Police Department,362,16218,44.8,>10,0,1,2,AC,4,"st. paul, mn","st. paul, mn",Local,Police
SpokanePD,181734166,kremlindsay,Lindsay Nadrich,8/22/2010 23:02,"Seattleite, KREM Reporter, Former CNBC PA, Master's in broadcast business journalism from Cronkite @ASU, Bachelor's in business finance @UW Go Seahawks!",1720,1945,1.13,1->2,0,1,2,AC,4,spokane,"spokane, wa",Local,Media
SLMPD,184784995,stlcao,Circuit Attorney,8/30/2010 13:49,Official news and announcements from the #STL Circuit Attorney's Office.,275,1091,3.97,2->10,0,1,1,AC,10,"st. louis, mo","st. louis, mo",Local,Media
PortlandPolice,192366860,runnergrl83,Chelsi Spence,9/18/2010 23:18,"Are You There, Vodka?  It‰Ûªs Me, Public Affairs.",394,168,0.43,<1,1,1,2,APC,11,"camas, wa","portland, oregon",Non-Local,Other Sectors
SLMPD,192936564,stlonair,St. Louis on the Air,9/20/2010 15:20,"St. Louis on the Air is a news/talk show on @stlpublicradio, 90.7 KWMU. On-air from noon to 1 p.m.; rebroadcast at 10 p.m.",2717,11516,4.24,2->10,0,1,2,AC,3,"st. louis, mo","st. louis, mo",Local,Media
sppdPIO,197018643,spacc_kramer,Matt Kramer,9/30/2010 13:23,"President of Saint Paul Area Chamber of Commerce.Tall, great smile. Ostensibly conservative and intrinsically radical.",664,2229,3.36,2->10,1,1,4,APC,2,"saint paul, minnesota","st. paul, mn",Local,Politician
PortlandPolice,197088219,glendaleazpd,Glendale Police,9/30/2010 16:34,"Official Glendale Police Department Twitter page posting the latest news on public safety incidents, traffic updates and events in Glendale, AZ.",1366,8142,5.96,2->10,0,1,2,AC,14,"glendale, arizona","portland, oregon",Non-Local,Police
NYPDnews,205392468,facethenation,Face The Nation,10/20/2010 19:37,CBS News Face the Nation is one of the longest-running news programs in the history of television.,443,79564,179.6,>10,1,1,2,APC,24,"washington, dc",new york city,Non-Local,Media
SFPD,210942925,sfsafe,SAFE,11-01-2010 21:21,"SAFE educates & empowers SF to build safer neighborhoods that result in stronger, more vibrant & resilient communities.",325,1286,3.96,2->10,1,1,3,APC,7,"san francisco, ca","san francisco, ca",Local,Not Identified
NYPDnews,211635204,newyorkfbi,FBI New York,11-03-2010 20:35,Welcome to FBI New York Twitter. Submit a tip on terrorism or a federal crime @ https://tips.fbi.gov. Contact FBI New York @ (212) 384-1000 or newyork@fbi.gov.,318,91619,288.11,>10,0,1,1,AC,116,"new york, new york",new york city,Local,Not Identified
PortlandPolice,218571357,pbotinfo,PDX Transportation,11/22/2010 18:04,The City of Portland Bureau of Transportation (PBOT). We keep Portland moving. Report road hazards 24/7 to 503-823-1700.,1222,9684,7.92,2->10,1,1,3,APC,8,"portland, oregon","portland, oregon",Local,Not Identified
NYPDnews,226631680,nycoem,NYCEM,12/14/2010 17:28,The official Twitter feed of NYC Emergency Management. https://t.co/N0igPl3T7S,432,31583,73.11,>10,1,1,1,APC,10,"brooklyn, new york",new york city,Local,Not Identified
SFPD,234489403,mayoredlee,Edwin Lee,01-05-2011 19:53,"Husband, father, former civil rights attorney & housing activist, 43rd Mayor of #SF, mustache icon & #SFGiants & #Warriors fan.",410,43340,105.71,>10,0,1,2,AC,3,san francisco,"san francisco, ca",Local,Other Sectors
oaklandpoliceca,237926970,alamedacountyda,AlCo DA's Office,1/13/2011 23:42,Dedicated to serving our community through ethical prosecution of criminal offenses & vigorous protection of victims. Acct run by Comms Team. RT ‰äÊ endorsement.,615,3206,5.21,2->10,1,1,3,APC,4,"alameda county, ca","oakland, ca",Local,Other Sectors
SFPD,278142514,sfvas,Captain Vaswani,04-06-2011 17:58,"Commanding Officer Bayview Police Station. 
*Page not monitored 24/7. For police service, please call 911 or 415.553.0123.
Message notifications are not active.",488,714,1.46,1->2,1,1,1,APC,18,"san francisco, ca","san francisco, ca",Local,Police
SpokanePD,293111734,tempepolice,Tempe Police,05-04-2011 19:40,"Follow Tempe Police to receive important public safety information, crime prevention tips, and breaking news. Have an emergency? Call 911",467,13713,29.36,>10,1,1,4,APC,2,"tempe, az","spokane, wa",Non-Local,Police
SpokanePD,294181316,kxly920,KXLY 920,05-06-2011 17:31,"#Spokane's Breaking News, Traffic and #Weather Station. Home of the #Mariners, #WSU #Cougars and Dave Ramsey. Listen on 920 AM and 100.7 FM",4272,9717,2.27,2->10,1,1,3,APC,14,"spokane, washington","spokane, wa",Local,Media
PortlandPolice,304138139,mayorpdx,Charlie Hales,5/24/2011 0:39,"Official Twitter account of Mayor Charlie Hales, City of Portland, OR. Instagram: http://t.co/KKS9XBr1Be 
Facebook: http://t.co/UKMypHrxFg",2530,23427,9.26,2->10,1,1,4,APC,3,"portland, oregon","portland, oregon",Local,Politician
ScottsdalePD,322207364,nextdoor,Nextdoor,6/22/2011 20:13,"When neighbors start talking, good things happen. Discover your neighborhood at http://t.co/UG83a0iIeG.",956,17837,18.66,>10,1,1,2,APC,10,"san francisco, ca","scottsdale, arizona",Non-Local,Not Identified
SFPD,334192052,sfpdmission,SFPD Mission Station,07-12-2011 18:25,Official Twitter of the SFPD Mission Station-Media Policy http://t.co/Nnf4xnvw7v Call 911 for emergencies Tweets NOT monitored 24/7,110,3120,28.36,>10,1,1,1,APC,6,"630 valencia st., sf ca","san francisco, ca",Local,Not Identified
SpokanePD,347257316,ofcteresafuller,Teresa Fuller,08-02-2011 14:28,"I'm Officer Teresa Fuller, Public Information Officer for the Spokane Police Department.Follow me for the latest in updates,car seat checks, & much more!",556,2011,3.62,2->10,1,1,1,APC,12,"spokane, wa","spokane, wa",Local,Police
PortlandPolice,351900962,fbiportland,FBI Portland,08-09-2011 21:48,"Welcome to the official FBI Portland Twitter. To submit a tip on terrorism or a federal crime, please go to https://t.co/LTQnV14Kbh.",41,13543,330.32,>10,0,1,1,AC,10,"portland, or","portland, oregon",Local,Not Identified
SpokanePD,364314921,spokanepd,Spokane Police,8/29/2011 15:28,Follow tweets from the Spokane Police Department to find out the latest PD news and information. Account not monitored 24/7 - please call 911 in an emergency.,616,9266,15.04,>10,0,1,2,AC,5,"spokane, wa","spokane, wa",Local,Police
oaklandpoliceca,379361335,opdchris,Lt. Chris Bolton,9/24/2011 20:37,"@OaklandPoliceCA Office of Inspector General. I strive to embody the values of my city, Department, & profession. Opinions, when expressed, are my own.",467,2478,5.31,2->10,0,1,3,AC,10,"oakland, ca","oakland, ca",Local,Not Identified
oaklandpoliceca,393024497,oakland,City of Oakland,10/17/2011 22:28,Official Twitter for the City of Oakland,178,14019,78.76,>10,0,1,1,AC,1,"oakland, ca","oakland, ca",Local,Not Identified
PortlandPolice,403012191,ppsconnect,Portland Public Sch.,11-01-2011 22:07,"Portland Public Schools is an urban school district in Portland, OR., with approximately 48,500 students in 81 schools.",922,6737,7.31,2->10,1,1,1,APC,12,facebook.com/pps.homepage,"portland, oregon",Non-Local,Other Sectors
oaklandpoliceca,405108345,heatwatch,H.E.A.T. Watch,11-04-2011 21:34,H.E.A.T Watch is an anti-human trafficking program of the Alameda County DA‰Ûªs Office. A follow or like is not an endorsement.,1244,1343,1.08,1->2,1,1,3,APC,6,"alameda county, california","oakland, ca",Non-Local,Not Identified
PortlandPolice,413327979,scottfordtvguy,Scott Ford,11/15/2011 19:09,"Travel Expert | GAY | HIV + 22 Years | Bargain Shopper | Contibutor USA TODAY/YourTake | 
‰Ïä: MembersOfMedia@gmail.com",4283,6502,1.52,1->2,1,1,1,APC,2,"san diego, ca","portland, oregon",Non-Local,Not Identified
StocktonPolice,419704452,lapdchiefbeck,Chief Charlie Beck,11/23/2011 17:46,Chief of Police - Los Angeles Police Department http://t.co/9QLoiNUXpF,326,20211,62,>10,1,1,3,APC,3,,"stockton, ca, usa",Missing,Police
PortlandPolice,431308861,cameronwhitten,Cameron Whitten,12-08-2011 04:25,"Proud Uncle. Storyteller. Civic Entrepreneur. @kycpdx Exec Director. #PDXCarpet Guy via @HuffPost: https://t.co/cAQjoe9wOb, @MaddowBlog: https://t.co/oDkV6qc3Mc",2174,4719,2.17,2->10,1,1,5,APC,16,"portland, oregon","portland, oregon",Local,Other Sectors
SLMPD,432936617,alissareitmeier,Alissa Reitmeier,12-09-2011 23:26,"Anchor/Reporter at @KMOV in my hometown of STL. Wife and new mom. Alumna of @SMU and @VDOHschool. Love my family, my @Cardinals, and my pup, #JackShephard.",400,2882,7.21,2->10,1,1,2,APC,6,st. louis,"st. louis, mo",Local,Media
NYPDnews,449120897,nypdrecruit,NYPD Recruitment,12/28/2011 19:24,The official NYPD Recruitment twitter account. There has never been a better time to join the NYPD. 212-RECRUIT https://t.co/KzXEPvpJU0,990,5499,5.55,2->10,1,1,1,APC,36,new york city,new york city,Local,Not Identified
NYPDnews,459362054,atfhq,ATF HQ,01-09-2012 15:43,"Official ATF Twitter account.
1-888-ATF-TIPS or ATFTips@atf.gov
We do not collect information through this account: http://t.co/KadxRHIbQv",1162,21285,18.32,>10,1,1,3,APC,52,"washington, dc",new york city,Non-Local,Not Identified
NYPDnews,463298892,deanmeminger,Dean Meminger,1/13/2012 23:24,"TV News Reporter/Anchor in NYC covering crime, NYPD, police, courts, terrorism, videotapes and So Much More. Criminal Justice Reporter at NY1 News.",1332,4382,3.29,2->10,1,1,1,APC,56,,new york city,Missing,Media
detroitpolice,478924464,detpublicsafety,DetPublicSafetyFndtn,1/30/2012 20:28,Our mission is to promote public safety by enhancing the capabilities of the Detroit Police Department and the Detroit Fire Department and EMS.,898,649,0.72,<1,1,1,4,APC,3,detroit,"city of detroit, mi",Local,Other Sectors
sppdPIO,480656024,maragottfried,Mara Gottfried,02-01-2012 18:58,Reporter covering St. Paul public safety @PioneerPress. Reach me at mgottfried@pioneerpress or call/text 651-503-0163.,2465,2433,0.99,<1,0,1,2,AC,3,st. paul,"st. paul, mn",Local,Media
SLMPD,487984588,mcdstl,McDonald's STL,02-09-2012 23:24,"Official page of #STL & Metro East McDonald‰Ûªs! Here you'll find all the latest details on local McD‰Ûªs deals, events and community news.",1014,1139,1.12,1->2,0,1,1,AC,55,"st. louis, mo","st. louis, mo",Local,Media
sppdPIO,495045057,josephsgrill,Joseph's Grill,2/17/2012 14:51,"Serving homestyle meals for Breakfast, Lunch, Dinner and Private Banquet Facilities.  Experience the Best of the West Side! http://t.co/kfMaztwZ  #THEJG",1115,474,0.43,<1,1,1,2,APC,2,st. paul minnesota,"st. paul, mn",Local,Not Identified
CLEpolice,520263180,blackwelltweets,Brandon Blackwell,03-10-2012 09:55,"PR. Senior account exec at @RHstrategic. Former @clevelanddotcom, @ThePlainDealer scribe. Veteran @USCG public affairs man. #Batman #LEGO #Gaming #StarWars.",1519,4109,2.71,2->10,1,1,1,APC,29,"seattle, wa","cleveland, oh",Non-Local,Other Sectors
detroitpolice,522184999,miweek,MiWeek,03-12-2012 11:49,Michigan's must watch political & news analysis show. Anchor @ChristyTV w/ @NolanFinleyDN & @SHendersonFreep Watch THURSDAYs at 7:30pm @detroitpublictv #miweek,644,1336,2.07,2->10,1,1,5,APC,6,"detroit, mi","city of detroit, mi",Local,Media
CLEpolice,523388341,clepolice,Cleveland Police,3/13/2012 15:52,"Official Cleveland, Ohio Division of Police Twitter page but please remember there's no substitute for 911 in an emergency, 216-621-1234 for non-emergency.",291,18812,64.65,>10,1,1,1,APC,18,"cleveland, oh","cleveland, oh",Local,Not Identified
PortlandPolice,583205322,joshchernoff,Josh Chernoff,5/17/2012 20:45,I was on the Ramblin Rod show.,1504,478,0.32,<1,1,1,4,APC,3,,"portland, oregon",Missing,Not Identified
detroitpolice,822713107,mayormikeduggan,Mayor Mike Duggan,9/14/2012 5:01,Mike Duggan is the 75th Mayor of the City of Detroit. Account maintained by Mayor's Communications staff.,1152,18152,15.76,>10,0,1,3,AC,2,"detroit, mi","city of detroit, mi",Local,Politician
NYPDnews,911284130,legion460,American Legion#460,10/28/2012 23:02,"Our membership is composed of both active, retired and former New York City Police Officers, Military Police and Law Enforcement
FINEST OF THE FINEST",289,474,1.64,1->2,1,1,4,APC,31,"new york, new york",new york city,Local,Police
PortlandPolice,930268206,pbotactive,ActiveTransportation,11-06-2012 18:29,The Active Transportation Division at the Portland Bureau of Transportation.,854,1776,2.08,2->10,1,1,3,APC,0,"portland, or","portland, oregon",Local,Not Identified
SLMPD,1020277135,chiefslmpd,Chief Sam Dotson,12/18/2012 17:31,"The Chief of Police for the Metropolitan Police Department, City of St. Louis, Missouri. Account not monitored 24/7. Please contact 9-1-1 with emergencies.",105,12541,119.44,>10,1,1,2,APC,95,"st. louis, mo","st. louis, mo",Local,Police
NYPDnews,1124375143,vanessalgibson,Vanessa L. Gibson,1/27/2013 8:16,"Council Member 16th District, Bronx, Claremont, Claremont Village, Concourse, Concourse Village, Highbridge, Morrisania, Morris Heights. Public Safety Chair",2010,4801,2.39,2->10,1,1,1,APC,17,"bronx, new york",new york city,Local,Politician
oaklandpoliceca,1327837267,heatherktvu,Heather Holmes,04-04-2013 21:16,"Texas gal, turned New Yorker now settled in San Francisco. @KTVU Anchor/Reporter.  In pursuit of a good story & fabulous shoes! #FabShoeFriday",987,8674,8.79,2->10,1,1,2,APC,11,san francisco,"oakland, ca",Non-Local,Media
oaklandpoliceca,1358142446,chpoakland,CHP Oakland,4/16/2013 23:59,"Official Twitter of the CHP Oakland Area Office 510-450-3821 also at https://t.co/EMLOwX7dqD Not monitored 24/7, use 911 to report emergencies! Drive safe!",416,7650,18.39,>10,1,1,2,APC,7,"oakland, ca","oakland, ca",Local,Police
sppdPIO,1397442325,stpaulpolicefdn,SPPD Foundation,05-02-2013 15:11,Supporting the improvement of the Saint Paul Police Department since 2005,143,149,1.04,1->2,1,1,5,APC,1,"saint paul, minnesota","st. paul, mn",Local,Police
StocktonPolice,1398649160,bluelineacross,BlueLineAcrossAmer,05-03-2013 02:17,We are your AS IT HAPPENS news source for Law Enforcement! Follow us on Facebook at http://t.co/ApYUhSe3Zu,3442,17277,5.02,2->10,1,1,2,APC,36,,"stockton, ca, usa",Missing,Not Identified
sppdPIO,1415706415,shakopeepd,Shakopee Police,05-09-2013 14:41,"Official Twitter account of the City of Shakopee, MN Police Department | (952) 233-9400 or 911 in emergency | Account is not monitored 24/7",319,4384,13.74,>10,0,1,2,AC,4,"shakopee, mn usa","st. paul, mn",Local,Police
NYPDnews,1415791555,nycfc,New York City FC,05-09-2013 15:24,The official Twitter account of New York City FC. For tickets and supporter services follow @NYCFCHelp. #NYCFC #WeAreOne,2527,232291,91.92,>10,1,1,3,APC,81,new york city,new york city,Local,Not Identified
StocktonPolice,1433866286,mattkellerabc7,Matt Keller,5/16/2013 19:43,ABC7 News reporter. I know the way to South San Jose. Possibly cruising Blossom Hill Road.,963,4246,4.41,2->10,0,1,2,AC,6,san francisco bay area,"stockton, ca, usa",Non-Local,Media
SLMPD,1452396050,stlfiredept,St. Louis Fire Dept,5/23/2013 19:56,"The St. Louis Fire Department provides Fire, EMS, & Rescue services for the City of St. Louis. This account is NOT monitored 24/7. DIAL 911 FOR EMERGENCIES.",251,7106,28.31,>10,1,1,2,APC,31,"st. louis, missouri","st. louis, mo",Local,Not Identified
SpokanePD,1467756846,gracekxly,Grace Ditzler,5/29/2013 17:10,"Reporter for @kxly4news. #Gonzaga Grad. #Seattle native. #GoZags! graced@kxly.com No one is silent, but many people are left unheard. Work to change this.",728,1112,1.53,1->2,1,1,5,APC,2,"spokane, wa","spokane, wa",Local,Media
oaklandpoliceca,1470656761,opdtopcop,Sean Whent,5/30/2013 20:54,,26,392,15.08,>10,0,1,1,AC,0,NA,"oakland, ca",Missing,Not Provided
SLMPD,1516884582,adlstlouis,ADL St. Louis,6/14/2013 16:29,"To stop the defamation of the Jewish people, and to secure justice and fair treatment to all.",281,262,0.93,<1,0,1,1,AC,7,"serving mo, il and greater kc","st. louis, mo",Local,Not Identified
StocktonPolice,1564192212,haywardpd,HaywardPD,07-02-2013 22:07,Proudly serving our community with dedication and honor.  Please do not use Twitter to report crimes.  Call 9-1-1 or 510-293-7000,14,1795,128.21,>10,1,1,1,APC,21,"hayward, ca","stockton, ca, usa",Local,Not Identified
SpokanePD,1693782354,copsoffice,COPS Office,8/23/2013 13:14,DOJ‰Ûªs Office of Community Oriented Policing Services. DOJ does not collect comments or messages through this account. http://t.co/MW20T7YGcj,1786,7720,4.32,2->10,1,1,1,APC,3,washington dc,"spokane, wa",Non-Local,Not Identified
SLMPD,1920719832,tgeast,Tower Grove East,9/30/2013 17:28,this is your neighborhood speaking!,726,2798,3.85,2->10,1,1,1,APC,2,tower grove east neighborhood,"st. louis, mo",Non-Local,Not Identified
PortlandPolice,2151720812,stolenbikereg,BikeIndex Portland,10/23/2013 21:40,"Bike registration done right - fast, free, easy, open. We help catch bike thieves & return stolen bikes!",2733,1356,0.5,<1,1,1,2,APC,6,portland oregon,"portland, oregon",Local,Other Sectors
SFPD,2201908476,chpsanfrancisco,CHP San Francisco,11/18/2013 20:09,Official CHP Twitter page for the San Francisco Area -Commander Christopher Sherry - Public Information Officer Vu Williams: 415-557-1094,697,5201,7.46,2->10,1,1,1,APC,15,,"san francisco, ca",Missing,Other Sectors
oaklandpoliceca,2227281840,libbyschaaf,Libby Schaaf,12-02-2013 21:14,50th Mayor of the City of Oakland,806,8140,10.1,>10,1,1,2,APC,6,"oakland, ca","oakland, ca",Local,Politician
SpokanePD,2241232632,spokanecops,Spokane C.O.P.S.,12-11-2013 19:10,Non-profit focused on crime prevention education and public safety programs. Works in partnership with the Spokane Police Department and City of Spokane.,205,656,3.2,2->10,0,1,1,AC,2,"6107 n astor, spokane, wa","spokane, wa",Local,Police
NYPDnews,2255430668,nypd1pct,NYPD 1st Precinct,12/20/2013 19:32,"Captain Mark Iocco, Commanding Officer. The official Twitter of the 1st Precinct. User policy: https://t.co/SceZgFsLAv",389,4465,11.48,>10,1,1,1,APC,105,"16 ericsson place, new york",new york city,Local,Police
NYPDnews,2255453407,nypd7pct,NYPD 7th Precinct,12/20/2013 19:49,"Captain Steven Hellman, Commanding Officer. The official Twitter of the 7th Precinct. User policy: https://t.co/SceZgFsLAv",159,4196,26.39,>10,1,1,2,APC,101,"19 1/2 pitt street, new york",new york city,Local,Police
PortlandPolice,2263003165,maxdpd,Maj. Max Geron,12/26/2013 15:41,"Major over Southeast Patrol Division @DallasPD - 23yr veteran - @NPSCHDS Graduate - Tweets are my own, RT's are someone else's. https://t.co/qPNWG1DBGD",6061,8460,1.4,1->2,1,1,3,APC,75,"dallas, tx","portland, oregon",Non-Local,Other Sectors
SpokanePD,2360426665,policefound,Police Foundation,2/25/2014 3:21,"Advancing Policing Through Innovation & Science. Since 1970, America's oldest non-membership, non-partisan and non-profit police organization.",1161,1913,1.65,1->2,1,1,2,APC,1,"washington, d.c.","spokane, wa",Non-Local,Not Identified
NYPDnews,2370756398,nypd17pct,NYPD 17th Precinct,03-03-2014 18:02,"Captain Nicole Papamichael, Commanding Officer. The official Twitter of the 17th Precinct. User policy: https://t.co/SceZgFsLAv",139,4252,30.59,>10,0,1,1,AC,65,"167 east 51st steet, new york",new york city,Local,Police
NYPDnews,2371009099,nypdmtn,NYPD Midtown North,03-03-2014 22:11,"Inspector John B. Hart, Commanding Officer. The official Twitter of the Midtown North Precinct. User policy: https://t.co/SceZgFsLAv",225,3944,17.53,>10,1,1,1,APC,50,"306 west 54th street, new york",new york city,Local,Police
NYPDnews,2371010514,nypdcentralpark,NYPD Central Park,03-03-2014 22:22,"Captain Christopher M. Mcintosh, Commanding Officer. The official Twitter of the Central Park Precinct. User policy: http://t.co/SceZgFsLAv",160,3757,23.48,>10,1,1,4,APC,31,"86th and transverse rd, nyc",new york city,Non-Local,Police
NYPDnews,2371011834,nypd23pct,NYPD 23rd Precinct,03-03-2014 22:24,"Captain Benjamin Gurley, Commanding Officer. The official Twitter of the 23rd Precinct. User policy: https://t.co/SceZgFsLAv",861,4207,4.89,2->10,0,1,1,AC,28,"164 east 102nd street, new yor",new york city,Local,Police
NYPDnews,2371019606,nypd24pct,NYPD 24th Precinct,03-03-2014 22:30,"Deputy Inspector Marlon O. Larin, Commanding Officer. The official Twitter of the 24th Precinct. User policy: https://t.co/SceZgFsLAv",286,3945,13.79,>10,1,1,1,APC,7,"151 w. 100th street, new york",new york city,Local,Police
NYPDnews,2372068237,nypd28pct,NYPD 28th Precinct,03-04-2014 15:28,"Inspector Olufunmilo F. Obe, Commanding Officer. The official Twitter of the 28th Precinct. User policy: https://t.co/SceZgFsLAv",370,4889,13.21,>10,0,1,1,AC,42,"2271-89 8th ave., ny",new york city,Non-Local,Police
NYPDnews,2372071453,nypd30pct,NYPD 30th Precinct,03-04-2014 15:31,"Captain Ted Federoff, Commanding Officer. The official Twitter of the 30th Precinct. User policy: https://t.co/SceZgFsLAv",316,4201,13.29,>10,1,1,1,APC,48,"451 w. 151st street, new york",new york city,Local,Police
NYPDnews,2372088146,nypd43pct,NYPD 43rd Precinct,03-04-2014 15:48,"Inspector Fausto Pichardo, Commanding Officer. The official Twitter of the 43rd Precinct. User policy: https://t.co/SceZgFsLAv",327,4844,14.81,>10,1,1,1,APC,34,"900 fteley ave., bronx",new york city,Non-Local,Police
NYPDnews,2372135702,nypd46pct,NYPD 46th Precinct,03-04-2014 16:31,"Inspector Philip P. Rivera, Commanding Officer. The official Twitter of the 46th Precinct. User policy: https://t.co/SceZgFsLAv",545,4035,7.4,2->10,1,1,3,APC,52,"2120 ryer ave., bronx, ny",new york city,Non-Local,Police
NYPDnews,2372137848,nypd49pct,NYPD 49th Precinct,03-04-2014 16:35,"Captain Keith Walton, Commanding Officer. The official Twitter of the 49th Precinct. User policy: https://t.co/SceZgFsLAv",1310,4861,3.71,2->10,1,1,1,APC,22,"2121 eastchester rd., bronx",new york city,Non-Local,Police
NYPDnews,2372139020,nypd48pct,NYPD 48th Precinct,03-04-2014 16:34,"Deputy Inspector Timothy McCormack, Commanding Officer. The official Twitter of the 48th Precinct. User policy: http://t.co/SceZgFbabV",164,4132,25.2,>10,1,1,1,APC,54,"450 cross bronx expressway, bx",new york city,Non-Local,Police
NYPDnews,2372140909,nypd45pct,NYPD 45th Precinct,03-04-2014 16:29,"Captain Danielle Raia, Commanding Officer. The official Twitter of the 45th Precinct. User policy: https://t.co/SceZgFbabV",364,4994,13.72,>10,1,1,2,APC,32,"2877 barkley avenue, bronx",new york city,Non-Local,Police
PortlandPolice,2372144636,nypd60pct,NYPD 60th Precinct,03-04-2014 16:39,"Deputy Inspector William G. Taylor,  Commanding Officer. The official Twitter of the 60th Precinct. User policy: http://t.co/SceZgFsLAv",595,5224,8.78,2->10,0,1,2,AC,247,"2951 west 8th street, brooklyn","portland, oregon",Non-Local,Police
NYPDnews,2372153383,nypd61pct,NYPD 61st Precinct,03-04-2014 16:41,"Captain Winston Faison, Commanding Officer. The official Twitter of the 61st Precinct. User policy: https://t.co/SceZgFsLAv",298,3917,13.14,>10,1,1,1,APC,47,2575 coney island ave brooklyn,new york city,Non-Local,Police
